"priority","cluster","slug","url","total_clicks","total_impressions","sources","has_legacy_content","legacy_datasets","legacy_titles","recommended_action"
"P3","Carrera y desarrollo profesional","tbe-auxiliar-de-enfermeria","https://serenfermera.com/tbe-auxiliar-de-enfermeria","2","31","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","las-clases-mas-dificiles-en-la-escuela-de-enfermeria","https://serenfermera.com/las-clases-mas-dificiles-en-la-escuela-de-enfermeria","2","28","SiteExplorerUrls","True","nursingprocess-blog","Las 6 clases más difíciles en la escuela de enfermería y formas de sobrevivirlas","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","es-dificil-ser-fisioterapeuta","https://serenfermera.com/es-dificil-ser-fisioterapeuta","2","51","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","que-significa-cuando-te-salen-moretones-despues-de-la-acupuntura","https://serenfermera.com/que-significa-cuando-te-salen-moretones-despues-de-la-acupuntura","2","24","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tu-pregunta-la-acupuntura-puede-regenerar-los-nervios","https://serenfermera.com/tu-pregunta-la-acupuntura-puede-regenerar-los-nervios","2","5","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuanto-dinero-gana-un-quiropractico-al-ano-en-canada","https://serenfermera.com/cuanto-dinero-gana-un-quiropractico-al-ano-en-canada","2","2","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuanto-tiempo-debe-durar-una-sesion-de-quiropractica","https://serenfermera.com/cuanto-tiempo-debe-durar-una-sesion-de-quiropractica","2","29","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","planificacion-de-cuidados-de-auxiliar-enfermeria-paciente-con-ictus","https://serenfermera.com/planificacion-de-cuidados-de-auxiliar-enfermeria-paciente-con-ictus/","2","4","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","proceso-enfermeria-cuidados-bypass-preoperatorio","https://serenfermera.com/proceso-enfermeria-cuidados-bypass-preoperatorio/","2","2","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-fracturas","https://serenfermera.com/cuidados-de-enfermeria-en-fracturas/","2","2","PageTrafficReport","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","como-homologar-el-titulo-de-auxiliar-de-enfermeria-en-espana","https://serenfermera.com/como-homologar-el-titulo-de-auxiliar-de-enfermeria-en-espana/","2","9","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","vasectomia-tecnica-quirurgica-enfermeria","https://serenfermera.com/vasectomia-tecnica-quirurgica-enfermeria/","2","9","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-paciente-con-colostomia","https://serenfermera.com/cuidados-de-enfermeria-en-paciente-con-colostomia/","2","6","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","metamizol-vademecum-cuidados-de-enfermeria","https://serenfermera.com/metamizol-vademecum-cuidados-de-enfermeria/","2","2","PageTrafficReport","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","convocatoria-auxiliar-de-enfermeria-andaliucia","https://serenfermera.com/convocatoria-auxiliar-de-enfermeria-andaliucia","2","17","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","primer-dia-de-enfermera-practicante","https://serenfermera.com/primer-dia-de-enfermera-practicante","2","39","SiteExplorerUrls","True","nursingprocess-blog","16 cosas que DEBES HACER en tu primer día como enfermera practicante","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","crucero","https://serenfermera.com/crucero","2","31","SiteExplorerUrls","True","nursingprocess-blog","10 ventajas y desventajas de ser enfermera en un crucero","Reescribir desde legacy util"
"P3","Carrera y desarrollo profesional","cuidados-de-la-laparotomia-auxiliar-de-enfermeria","https://serenfermera.com/cuidados-de-la-laparotomia-auxiliar-de-enfermeria/","2","2","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermera-de-la-ucin","https://serenfermera.com/enfermera-de-la-ucin","2","17","SiteExplorerUrls","True","nursingprocess-blog","Pasos para convertirse en una enfermera de NICU + Salario + Pros y contras","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-paciente-con-gastrectomia","https://serenfermera.com/cuidados-de-enfermeria-paciente-con-gastrectomia","2","70","SiteExplorerUrls","False","","","Crear desde cero"
